product_id,name,category,description,size,color,stock,price,image_url
PROD00148,Gray V-Neck Sweater,Sweaters,High-quality gray v-neck sweater in size XXL. Perfect for everyday wear.,XXL,Gray,39,136.15,https://images.unsplash.com/photo-1500000000378?w=800&h=800&fit=crop
PROD00149,Beige V-Neck Sweater,Sweaters,High-quality beige v-neck sweater in size XL. Perfect for everyday wear.,XL,Beige,44,90.85,https://images.unsplash.com/photo-1500000000764?w=800&h=800&fit=crop
PROD00150,Blue Hoodie,Sweaters,High-quality blue hoodie in size M. Perfect for everyday wear.,M,Blue,89,96.21,https://images.unsplash.com/photo-1500000000314?w=800&h=800&fit=crop
PROD00151,White Turtleneck,Sweaters,High-quality white turtleneck in size S. Perfect for everyday wear.,S,White,92,46.59,https://images.unsplash.com/photo-1500000000123?w=800&h=800&fit=crop
PROD00152,Navy Hoodie,Sweaters,High-quality navy hoodie in size XXL. Perfect for everyday wear.,XXL,Navy,24,51.11,https://images.unsplash.com/photo-1500000000496?w=800&h=800&fit=crop
PROD00153,Pink Turtleneck,Sweaters,High-quality pink turtleneck in size XXL. Perfect for everyday wear.,XXL,Pink,97,109.68,https://images.unsplash.com/photo-1500000000290?w=800&h=800&fit=crop
PROD00154,Red Pullover Sweater,Sweaters,High-quality red pullover sweater in size S. Perfect for everyday wear.,S,Red,29,78.57,https://images.unsplash.com/photo-1500000000310?w=800&h=800&fit=crop
PROD00155,Beige Pullover Sweater,Sweaters,High-quality beige pullover sweater in size XXL. Perfect for everyday wear.,XXL,Beige,16,62.12,https://images.unsplash.com/photo-1500000000998?w=800&h=800&fit=crop
PROD00156,Red Pullover Sweater,Sweaters,High-quality red pullover sweater in size XL. Perfect for everyday wear.,XL,Red,89,189.38,https://images.unsplash.com/photo-1500000000654?w=800&h=800&fit=crop
PROD00157,Khaki V-Neck Sweater,Sweaters,High-quality khaki v-neck sweater in size XS. Perfect for everyday wear.,XS,Khaki,1,119.07,https://images.unsplash.com/photo-1500000000481?w=800&h=800&fit=crop
PROD00158,Blue V-Neck Sweater,Sweaters,High-quality blue v-neck sweater in size L. Perfect for everyday wear.,L,Blue,23,193.44,https://images.unsplash.com/photo-1500000000259?w=800&h=800&fit=crop
PROD00159,Khaki V-Neck Sweater,Sweaters,High-quality khaki v-neck sweater in size XS. Perfect for everyday wear.,XS,Khaki,8,86.13,https://images.unsplash.com/photo-1500000000076?w=800&h=800&fit=crop
PROD00160,Yellow Hoodie,Sweaters,High-quality yellow hoodie in size XXL. Perfect for everyday wear.,XXL,Yellow,6,38.83,https://images.unsplash.com/photo-1500000000831?w=800&h=800&fit=crop
PROD00161,White Hoodie,Sweaters,High-quality white hoodie in size M. Perfect for everyday wear.,M,White,31,32.51,https://images.unsplash.com/photo-1500000000783?w=800&h=800&fit=crop
PROD00162,Pink V-Neck Sweater,Sweaters,High-quality pink v-neck sweater in size XL. Perfect for everyday wear.,XL,Pink,79,52.88,https://images.unsplash.com/photo-1500000000536?w=800&h=800&fit=crop
PROD00163,Maroon V-Neck Sweater,Sweaters,High-quality maroon v-neck sweater in size L. Perfect for everyday wear.,L,Maroon,56,66.5,https://images.unsplash.com/photo-1500000000603?w=800&h=800&fit=crop
PROD00164,Pink V-Neck Sweater,Sweaters,High-quality pink v-neck sweater in size M. Perfect for everyday wear.,M,Pink,79,21.44,https://images.unsplash.com/photo-1500000000984?w=800&h=800&fit=crop
PROD00165,Yellow Pullover Sweater,Sweaters,High-quality yellow pullover sweater in size S. Perfect for everyday wear.,S,Yellow,27,60.28,https://images.unsplash.com/photo-1500000000084?w=800&h=800&fit=crop
PROD00166,Beige Chino Shorts,Shorts,High-quality beige chino shorts in size S. Perfect for everyday wear.,S,Beige,9,39.74,https://images.unsplash.com/photo-1500000000419?w=800&h=800&fit=crop
PROD00167,Pink Denim Shorts,Shorts,High-quality pink denim shorts in size XXL. Perfect for everyday wear.,XXL,Pink,60,65.34,https://images.unsplash.com/photo-1500000000238?w=800&h=800&fit=crop
PROD00168,Red Athletic Shorts,Shorts,High-quality red athletic shorts in size XXL. Perfect for everyday wear.,XXL,Red,89,173.33,https://images.unsplash.com/photo-1500000000073?w=800&h=800&fit=crop
PROD00169,Orange Chino Shorts,Shorts,High-quality orange chino shorts in size M. Perfect for everyday wear.,M,Orange,80,122.06,https://images.unsplash.com/photo-1500000000824?w=800&h=800&fit=crop
PROD00170,White Chino Shorts,Shorts,High-quality white chino shorts in size L. Perfect for everyday wear.,L,White,69,52.71,https://images.unsplash.com/photo-1500000000153?w=800&h=800&fit=crop
PROD00171,White Athletic Shorts,Shorts,High-quality white athletic shorts in size S. Perfect for everyday wear.,S,White,7,41.53,https://images.unsplash.com/photo-1500000000315?w=800&h=800&fit=crop
PROD00172,White Athletic Shorts,Shorts,High-quality white athletic shorts in size L. Perfect for everyday wear.,L,White,59,140.85,https://images.unsplash.com/photo-1500000000717?w=800&h=800&fit=crop
PROD00173,Beige Denim Shorts,Shorts,High-quality beige denim shorts in size M. Perfect for everyday wear.,M,Beige,69,103.82,https://images.unsplash.com/photo-1500000000083?w=800&h=800&fit=crop
PROD00174,Purple Cargo Shorts,Shorts,High-quality purple cargo shorts in size L. Perfect for everyday wear.,L,Purple,41,124.71,https://images.unsplash.com/photo-1500000000027?w=800&h=800&fit=crop
PROD00175,Yellow Cargo Shorts,Shorts,High-quality yellow cargo shorts in size S. Perfect for everyday wear.,S,Yellow,73,121.55,https://images.unsplash.com/photo-1500000000022?w=800&h=800&fit=crop
PROD00176,Black Athletic Shorts,Shorts,High-quality black athletic shorts in size XL. Perfect for everyday wear.,XL,Black,97,153.69,https://images.unsplash.com/photo-1500000000482?w=800&h=800&fit=crop
PROD00177,Navy Denim Shorts,Shorts,High-quality navy denim shorts in size M. Perfect for everyday wear.,M,Navy,74,92.82,https://images.unsplash.com/photo-1500000000834?w=800&h=800&fit=crop
PROD00178,Brown Denim Shorts,Shorts,High-quality brown denim shorts in size XS. Perfect for everyday wear.,XS,Brown,44,87.59,https://images.unsplash.com/photo-1500000000329?w=800&h=800&fit=crop
PROD00179,Blue Cargo Shorts,Shorts,High-quality blue cargo shorts in size S. Perfect for everyday wear.,S,Blue,52,141.8,https://images.unsplash.com/photo-1500000000296?w=800&h=800&fit=crop
PROD00180,Black Denim Shorts,Shorts,High-quality black denim shorts in size XL. Perfect for everyday wear.,XL,Black,58,26.73,https://images.unsplash.com/photo-1500000000259?w=800&h=800&fit=crop
PROD00181,Orange Athletic Shorts,Shorts,High-quality orange athletic shorts in size XS. Perfect for everyday wear.,XS,Orange,51,174.33,https://images.unsplash.com/photo-1500000000845?w=800&h=800&fit=crop
PROD00182,Khaki Cargo Shorts,Shorts,High-quality khaki cargo shorts in size XXL. Perfect for everyday wear.,XXL,Khaki,69,97.78,https://images.unsplash.com/photo-1500000000056?w=800&h=800&fit=crop
PROD00183,Blue Chino Shorts,Shorts,High-quality blue chino shorts in size XL. Perfect for everyday wear.,XL,Blue,79,153.72,https://images.unsplash.com/photo-1500000000641?w=800&h=800&fit=crop
PROD00184,Gray Denim Shorts,Shorts,High-quality gray denim shorts in size XS. Perfect for everyday wear.,XS,Gray,34,114.35,https://images.unsplash.com/photo-1500000000950?w=800&h=800&fit=crop
PROD00185,Maroon Athletic Shorts,Shorts,High-quality maroon athletic shorts in size L. Perfect for everyday wear.,L,Maroon,89,102.1,https://images.unsplash.com/photo-1500000000030?w=800&h=800&fit=crop
PROD00186,Navy Chino Shorts,Shorts,High-quality navy chino shorts in size XXL. Perfect for everyday wear.,XXL,Navy,39,114.66,https://images.unsplash.com/photo-1500000000566?w=800&h=800&fit=crop
PROD00187,Khaki A-Line Skirt,Skirts,High-quality khaki a-line skirt in size S. Perfect for everyday wear.,S,Khaki,14,97.68,https://images.unsplash.com/photo-1500000000121?w=800&h=800&fit=crop
PROD00188,Maroon Pencil Skirt,Skirts,High-quality maroon pencil skirt in size L. Perfect for everyday wear.,L,Maroon,91,65.45,https://images.unsplash.com/photo-1500000000723?w=800&h=800&fit=crop
PROD00189,Khaki Pleated Skirt,Skirts,High-quality khaki pleated skirt in size L. Perfect for everyday wear.,L,Khaki,61,196.25,https://images.unsplash.com/photo-1500000000250?w=800&h=800&fit=crop
PROD00190,Navy Mini Skirt,Skirts,High-quality navy mini skirt in size XL. Perfect for everyday wear.,XL,Navy,49,46.22,https://images.unsplash.com/photo-1500000000614?w=800&h=800&fit=crop
PROD00191,Red Pencil Skirt,Skirts,High-quality red pencil skirt in size XS. Perfect for everyday wear.,XS,Red,98,160.1,https://images.unsplash.com/photo-1500000000425?w=800&h=800&fit=crop
PROD00192,Red Pleated Skirt,Skirts,High-quality red pleated skirt in size XL. Perfect for everyday wear.,XL,Red,0,63.74,https://images.unsplash.com/photo-1500000000306?w=800&h=800&fit=crop
PROD00193,Brown Mini Skirt,Skirts,High-quality brown mini skirt in size S. Perfect for everyday wear.,S,Brown,68,102.02,https://images.unsplash.com/photo-1500000000341?w=800&h=800&fit=crop
PROD00194,Maroon Mini Skirt,Skirts,High-quality maroon mini skirt in size L. Perfect for everyday wear.,L,Maroon,41,175.22,https://images.unsplash.com/photo-1500000000715?w=800&h=800&fit=crop
PROD00195,Green Pencil Skirt,Skirts,High-quality green pencil skirt in size XL. Perfect for everyday wear.,XL,Green,29,172.64,https://images.unsplash.com/photo-1500000000421?w=800&h=800&fit=crop
PROD00196,Purple A-Line Skirt,Skirts,High-quality purple a-line skirt in size M. Perfect for everyday wear.,M,Purple,60,143.99,https://images.unsplash.com/photo-1500000000831?w=800&h=800&fit=crop
PROD00197,Yellow Mini Skirt,Skirts,High-quality yellow mini skirt in size L. Perfect for everyday wear.,L,Yellow,83,196.36,https://images.unsplash.com/photo-1500000000508?w=800&h=800&fit=crop
PROD00198,Beige A-Line Skirt,Skirts,High-quality beige a-line skirt in size S. Perfect for everyday wear.,S,Beige,75,73.08,https://images.unsplash.com/photo-1500000000103?w=800&h=800&fit=crop
PROD00199,Beige Mini Skirt,Skirts,High-quality beige mini skirt in size XS. Perfect for everyday wear.,XS,Beige,58,12.92,https://images.unsplash.com/photo-1500000000148?w=800&h=800&fit=crop
PROD00200,Navy Mini Skirt,Skirts,High-quality navy mini skirt in size XXL. Perfect for everyday wear.,XXL,Navy,9,99.2,https://images.unsplash.com/photo-1500000000993?w=800&h=800&fit=crop
PROD00201,Pink Pleated Skirt,Skirts,High-quality pink pleated skirt in size M. Perfect for everyday wear.,M,Pink,88,85.52,https://images.unsplash.com/photo-1500000000083?w=800&h=800&fit=crop
PROD00202,Khaki Pleated Skirt,Skirts,High-quality khaki pleated skirt in size XXL. Perfect for everyday wear.,XXL,Khaki,68,82.2,https://images.unsplash.com/photo-1500000000325?w=800&h=800&fit=crop
PROD00203,Black Mini Skirt,Skirts,High-quality black mini skirt in size XL. Perfect for everyday wear.,XL,Black,79,23.0,https://images.unsplash.com/photo-1500000000647?w=800&h=800&fit=crop
PROD00204,Purple Pleated Skirt,Skirts,High-quality purple pleated skirt in size S. Perfect for everyday wear.,S,Purple,11,92.45,https://images.unsplash.com/photo-1500000000101?w=800&h=800&fit=crop
PROD00205,Navy A-Line Skirt,Skirts,High-quality navy a-line skirt in size L. Perfect for everyday wear.,L,Navy,88,66.9,https://images.unsplash.com/photo-1500000000030?w=800&h=800&fit=crop
PROD00206,Orange A-Line Skirt,Skirts,High-quality orange a-line skirt in size M. Perfect for everyday wear.,M,Orange,7,65.74,https://images.unsplash.com/photo-1500000000384?w=800&h=800&fit=crop
PROD00207,Gray Mini Skirt,Skirts,High-quality gray mini skirt in size S. Perfect for everyday wear.,S,Gray,67,88.29,https://images.unsplash.com/photo-1500000000699?w=800&h=800&fit=crop
PROD00208,Navy Pencil Skirt,Skirts,High-quality navy pencil skirt in size S. Perfect for everyday wear.,S,Navy,10,125.8,https://images.unsplash.com/photo-1500000000392?w=800&h=800&fit=crop
PROD00209,Maroon Pencil Skirt,Skirts,High-quality maroon pencil skirt in size L. Perfect for everyday wear.,L,Maroon,74,37.19,https://images.unsplash.com/photo-1500000000473?w=800&h=800&fit=crop
PROD00210,Red Dress Pants,Pants,High-quality red dress pants in size L. Perfect for everyday wear.,L,Red,85,11.79,https://images.unsplash.com/photo-1500000000824?w=800&h=800&fit=crop
PROD00211,Yellow Joggers,Pants,High-quality yellow joggers in size M. Perfect for everyday wear.,M,Yellow,69,40.02,https://images.unsplash.com/photo-1500000000453?w=800&h=800&fit=crop
PROD00212,Red Dress Pants,Pants,High-quality red dress pants in size XL. Perfect for everyday wear.,XL,Red,81,192.79,https://images.unsplash.com/photo-1500000000707?w=800&h=800&fit=crop
PROD00213,Khaki Dress Pants,Pants,High-quality khaki dress pants in size L. Perfect for everyday wear.,L,Khaki,38,47.85,https://images.unsplash.com/photo-1500000000394?w=800&h=800&fit=crop
PROD00214,Gray Joggers,Pants,High-quality gray joggers in size XS. Perfect for everyday wear.,XS,Gray,48,118.67,https://images.unsplash.com/photo-1500000000589?w=800&h=800&fit=crop
PROD00215,Red Dress Pants,Pants,High-quality red dress pants in size XXL. Perfect for everyday wear.,XXL,Red,2,195.81,https://images.unsplash.com/photo-1500000000675?w=800&h=800&fit=crop
PROD00216,Black Joggers,Pants,High-quality black joggers in size M. Perfect for everyday wear.,M,Black,72,174.36,https://images.unsplash.com/photo-1500000000797?w=800&h=800&fit=crop
PROD00217,Purple Chinos,Pants,High-quality purple chinos in size XL. Perfect for everyday wear.,XL,Purple,63,168.24,https://images.unsplash.com/photo-1500000000925?w=800&h=800&fit=crop
PROD00218,Pink Dress Pants,Pants,High-quality pink dress pants in size S. Perfect for everyday wear.,S,Pink,45,51.61,https://images.unsplash.com/photo-1500000000195?w=800&h=800&fit=crop
PROD00219,Orange Dress Pants,Pants,High-quality orange dress pants in size XXL. Perfect for everyday wear.,XXL,Orange,92,155.82,https://images.unsplash.com/photo-1500000000698?w=800&h=800&fit=crop
PROD00220,White Cargo Pants,Pants,High-quality white cargo pants in size XXL. Perfect for everyday wear.,XXL,White,80,132.8,https://images.unsplash.com/photo-1500000000317?w=800&h=800&fit=crop
PROD00221,Pink Joggers,Pants,High-quality pink joggers in size XS. Perfect for everyday wear.,XS,Pink,46,149.15,https://images.unsplash.com/photo-1500000000093?w=800&h=800&fit=crop
PROD00222,Purple Dress Pants,Pants,High-quality purple dress pants in size M. Perfect for everyday wear.,M,Purple,53,43.37,https://images.unsplash.com/photo-1500000000136?w=800&h=800&fit=crop
PROD00223,Beige Dress Pants,Pants,High-quality beige dress pants in size XL. Perfect for everyday wear.,XL,Beige,34,167.79,https://images.unsplash.com/photo-1500000000264?w=800&h=800&fit=crop
PROD00224,Purple Joggers,Pants,High-quality purple joggers in size M. Perfect for everyday wear.,M,Purple,43,162.8,https://images.unsplash.com/photo-1500000000480?w=800&h=800&fit=crop
PROD00225,Orange Chinos,Pants,High-quality orange chinos in size S. Perfect for everyday wear.,S,Orange,28,173.43,https://images.unsplash.com/photo-1500000000742?w=800&h=800&fit=crop
PROD00226,Blue Joggers,Pants,High-quality blue joggers in size XL. Perfect for everyday wear.,XL,Blue,11,160.23,https://images.unsplash.com/photo-1500000000015?w=800&h=800&fit=crop
PROD00227,White Dress Pants,Pants,High-quality white dress pants in size XL. Perfect for everyday wear.,XL,White,58,80.03,https://images.unsplash.com/photo-1500000000767?w=800&h=800&fit=crop
PROD00228,Green Dress Pants,Pants,High-quality green dress pants in size XL. Perfect for everyday wear.,XL,Green,81,188.66,https://images.unsplash.com/photo-1500000000111?w=800&h=800&fit=crop
PROD00229,Black Cargo Pants,Pants,High-quality black cargo pants in size L. Perfect for everyday wear.,L,Black,79,178.0,https://images.unsplash.com/photo-1500000000575?w=800&h=800&fit=crop
PROD00230,Gray Dress Pants,Pants,High-quality gray dress pants in size XL. Perfect for everyday wear.,XL,Gray,82,22.01,https://images.unsplash.com/photo-1500000000844?w=800&h=800&fit=crop
PROD00231,Red Joggers,Pants,High-quality red joggers in size XXL. Perfect for everyday wear.,XXL,Red,83,87.58,https://images.unsplash.com/photo-1500000000144?w=800&h=800&fit=crop
PROD00232,Red Chinos,Pants,High-quality red chinos in size XS. Perfect for everyday wear.,XS,Red,63,32.06,https://images.unsplash.com/photo-1500000000241?w=800&h=800&fit=crop
PROD00233,Brown Cargo Pants,Pants,High-quality brown cargo pants in size L. Perfect for everyday wear.,L,Brown,47,137.39,https://images.unsplash.com/photo-1500000000761?w=800&h=800&fit=crop
PROD00234,Purple Joggers,Pants,High-quality purple joggers in size XL. Perfect for everyday wear.,XL,Purple,93,39.36,https://images.unsplash.com/photo-1500000000425?w=800&h=800&fit=crop
PROD00235,Pink Pullover Hoodie,Hoodies,High-quality pink pullover hoodie in size L. Perfect for everyday wear.,L,Pink,52,188.42,https://images.unsplash.com/photo-1500000000287?w=800&h=800&fit=crop
PROD00236,Blue Pullover Hoodie,Hoodies,High-quality blue pullover hoodie in size XXL. Perfect for everyday wear.,XXL,Blue,27,94.24,https://images.unsplash.com/photo-1500000000974?w=800&h=800&fit=crop
PROD00237,White Pullover Hoodie,Hoodies,High-quality white pullover hoodie in size M. Perfect for everyday wear.,M,White,87,79.79,https://images.unsplash.com/photo-1500000000924?w=800&h=800&fit=crop
PROD00238,Black Graphic Hoodie,Hoodies,High-quality black graphic hoodie in size M. Perfect for everyday wear.,M,Black,50,62.42,https://images.unsplash.com/photo-1500000000992?w=800&h=800&fit=crop
PROD00239,White Pullover Hoodie,Hoodies,High-quality white pullover hoodie in size L. Perfect for everyday wear.,L,White,84,50.3,https://images.unsplash.com/photo-1500000000655?w=800&h=800&fit=crop
PROD00240,Black Graphic Hoodie,Hoodies,High-quality black graphic hoodie in size XS. Perfect for everyday wear.,XS,Black,100,73.37,https://images.unsplash.com/photo-1500000000129?w=800&h=800&fit=crop
PROD00241,White Graphic Hoodie,Hoodies,High-quality white graphic hoodie in size S. Perfect for everyday wear.,S,White,97,115.3,https://images.unsplash.com/photo-1500000000601?w=800&h=800&fit=crop
PROD00242,Blue Pullover Hoodie,Hoodies,High-quality blue pullover hoodie in size S. Perfect for everyday wear.,S,Blue,99,38.04,https://images.unsplash.com/photo-1500000000923?w=800&h=800&fit=crop
PROD00243,Red Graphic Hoodie,Hoodies,High-quality red graphic hoodie in size XS. Perfect for everyday wear.,XS,Red,18,197.63,https://images.unsplash.com/photo-1500000000554?w=800&h=800&fit=crop
PROD00244,White Zip-Up Hoodie,Hoodies,High-quality white zip-up hoodie in size S. Perfect for everyday wear.,S,White,84,174.63,https://images.unsplash.com/photo-1500000000135?w=800&h=800&fit=crop
PROD00245,Orange Pullover Hoodie,Hoodies,High-quality orange pullover hoodie in size M. Perfect for everyday wear.,M,Orange,100,55.21,https://images.unsplash.com/photo-1500000000332?w=800&h=800&fit=crop
PROD00246,Red Pullover Hoodie,Hoodies,High-quality red pullover hoodie in size S. Perfect for everyday wear.,S,Red,6,34.08,https://images.unsplash.com/photo-1500000000432?w=800&h=800&fit=crop
PROD00247,Purple Graphic Hoodie,Hoodies,High-quality purple graphic hoodie in size XS. Perfect for everyday wear.,XS,Purple,8,100.49,https://images.unsplash.com/photo-1500000000797?w=800&h=800&fit=crop
PROD00248,Pink Zip-Up Hoodie,Hoodies,High-quality pink zip-up hoodie in size XL. Perfect for everyday wear.,XL,Pink,13,95.88,https://images.unsplash.com/photo-1500000000227?w=800&h=800&fit=crop
PROD00249,Purple Graphic Hoodie,Hoodies,High-quality purple graphic hoodie in size XS. Perfect for everyday wear.,XS,Purple,100,182.66,https://images.unsplash.com/photo-1500000000675?w=800&h=800&fit=crop
PROD00250,Brown Graphic Hoodie,Hoodies,High-quality brown graphic hoodie in size M. Perfect for everyday wear.,M,Brown,82,193.16,https://images.unsplash.com/photo-1500000000063?w=800&h=800&fit=crop
